"IgnoreCase","LineNumber","Line","Filename","Path","Pattern","Context","Matches"
"True","18","    @GetMapping(""/runtime-config-preview"")","SecureRuntimeConfigurationController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\SecureRuntimeConfigurationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","12","@RequestMapping(""/analytics/trustworthiness"")","TrustworthinessResearchController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\TrustworthinessResearchController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","    @GetMapping(""/assessment-preview"")","TrustworthinessResearchController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\TrustworthinessResearchController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","12","@RequestMapping(""/analytics/validation"")","ValidationReportPreviewController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\ValidationReportPreviewController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","    @GetMapping(""/report-preview"")","ValidationReportPreviewController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\ValidationReportPreviewController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","12","@RequestMapping(""/analytics/research"")","ValidationResearchController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\ValidationResearchController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","    @GetMapping(""/validation-preview"")","ValidationResearchController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\research\ValidationResearchController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","15","@RequestMapping(""/api/v1/analytics/research"")","ResearchAnalyticsController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\researchanalytics\ResearchAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","20","    @GetMapping(""/kolb/distribution"")","ResearchAnalyticsController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\researchanalytics\ResearchAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @GetMapping(""/kolb/statistics"")","ResearchAnalyticsController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\researchanalytics\ResearchAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","34","    @GetMapping(""/summary"")","ResearchAnalyticsController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\researchanalytics\ResearchAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","21","@RequestMapping(""/api/v1/students"")","StudentProfileController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\student\StudentProfileController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @GetMapping","StudentProfileController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\student\StudentProfileController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","32","    @GetMapping(""/{id}"")","StudentProfileController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\student\StudentProfileController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","41","    @PostMapping","StudentProfileController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\student\StudentProfileController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","51","    @PutMapping(""/{id}"")","StudentProfileController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\student\StudentProfileController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","13","@RequestMapping(""/api/v1/characterizations"")","StudentCharacterizationController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\v1\StudentCharacterizationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","28","    @GetMapping(""/{studentId}"")","StudentCharacterizationController.java","C:\TEAC2026\ilp_backend\adaptive-education-service\src\main\java\com\inclusive\adaptiveeducationservice\api\v1\StudentCharacterizationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","17","@RequestMapping(""/auth"")","AuthController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\auth\controller\AuthController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","23","    @PostMapping(""/login"")","AuthController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\auth\controller\AuthController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","25","    @PostMapping(""/auth/mfa/setup"")","MfaController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\auth\controller\MfaController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","49","    @PostMapping(""/auth/mfa/verify"")","MfaController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\auth\controller\MfaController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","9","    @GetMapping(""/api/user/test"")","TestController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\TestController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","14","    @GetMapping(""/api/admin/test"")","TestController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\TestController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","19","@RequestMapping(""/api/permissions"")","PermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\PermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","25","    @PostMapping","PermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\PermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","30","    @GetMapping","PermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\PermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","35","    @GetMapping(""/{code}"")","PermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\PermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","40","    @DeleteMapping(""/{permissionId}"")","PermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\PermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","20","@RequestMapping(""/api/roles"")","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","32","    @GetMapping","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","37","    @GetMapping(""/{roleId}"")","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","42","    @GetMapping(""/{roleId}/permissions"")","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","49","    @DeleteMapping(""/{roleId}"")","RoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","@RequestMapping(""/api/role-permissions"")","RolePermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RolePermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","26","    @PostMapping","RolePermissionController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\RolePermissionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","17","@RequestMapping(""/api/user-roles"")","UserRoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\UserRoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","23","    @PostMapping","UserRoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\UserRoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","33","    @DeleteMapping(""/{userRoleId}"")","UserRoleController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\controller\authorization\UserRoleController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","    @GetMapping(""/.well-known/jwks.json"")","JwksController.java","C:\TEAC2026\ilp_backend\auth-service\src\main\java\com\inclusive\authservice\security\jwt\JwksController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","16","@RequestMapping(""/api/common/resources"")","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","25","    @GetMapping","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","30","    @GetMapping(""/{id}"")","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","35","    @PostMapping","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","40","    @PutMapping(""/{id}"")","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","48","    @DeleteMapping(""/{id}"")","CommonResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","9","    @GetMapping(""/commons/status"")","CommonsServiceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\controller\CommonsServiceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","11","@RequestMapping(""/api/resources"")","ResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\entity\controller\ResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","20","    @GetMapping","ResourceController.java","C:\TEAC2026\ilp_backend\commons-service\src\main\java\com\inclusive\learning\commons\entity\controller\ResourceController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","57","@RequestMapping(""/analytics"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","84","    @GetMapping(""/student/{studentId}/learning-profile"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","90","    @GetMapping(""/student/{studentId}/priority-plan"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","96","    @GetMapping(""/student/{studentId}/evidence-trace"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","102","    @GetMapping(""/student/{studentId}/action-plan"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","108","    @GetMapping(""/student/{studentId}/learning-evolution"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","114","    @GetMapping(""/student/{studentId}/risk-profile"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","120","    @GetMapping(""/student/{studentId}/early-support-alert"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","126","    @GetMapping(""/student/{studentId}/piar-plan"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","132","    @GetMapping(""/student/{studentId}/support-profile"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","138","    @GetMapping(""/student/{studentId}/support-evolution"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","144","    @GetMapping(""/student/{studentId}/psychopedagogical-profile"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","150","    @GetMapping(""/classroom/inclusion-profile"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","156","    @GetMapping(""/institution/policy-recommendation"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","162","    @GetMapping(""/institution/governance-report"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","168","    @GetMapping(""/ml/dataset-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","174","    @GetMapping(""/ml/feature-store-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","180","    @GetMapping(""/ml/temporal-sequence-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","186","    @GetMapping(""/ml/support-forecast-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","192","    @GetMapping(""/ml/adaptive-recommendation-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","198","    @GetMapping(""/ml/intervention-orchestration-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","204","    @GetMapping(""/ml/policy-learning-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","210","    @GetMapping(""/ml/reinforcement-signal-preview"")","LearningAnalyticsController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\analytics\controller\LearningAnalyticsController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","21","@RequestMapping(""/diagnoses"")","InclusiveDiagnosisController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\diagnosis\controller\InclusiveDiagnosisController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","InclusiveDiagnosisController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\diagnosis\controller\InclusiveDiagnosisController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","71","    @GetMapping(""/student/{studentId}"")","InclusiveDiagnosisController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\diagnosis\controller\InclusiveDiagnosisController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","21","@RequestMapping(""/dua-recommendations"")","DuaRecommendationController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\dua\controller\DuaRecommendationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","DuaRecommendationController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\dua\controller\DuaRecommendationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","68","    @GetMapping(""/student/{studentId}"")","DuaRecommendationController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\dua\controller\DuaRecommendationController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","21","@RequestMapping(""/indicators"")","LearningIndicatorController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\indicator\controller\LearningIndicatorController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","LearningIndicatorController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\indicator\controller\LearningIndicatorController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","62","    @GetMapping(""/student/{studentId}"")","LearningIndicatorController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\indicator\controller\LearningIndicatorController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","21","@RequestMapping(""/interventions"")","InterventionExecutionController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\intervention\controller\InterventionExecutionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","InterventionExecutionController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\intervention\controller\InterventionExecutionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","68","    @GetMapping(""/student/{studentId}"")","InterventionExecutionController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\intervention\controller\InterventionExecutionController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","17","@RequestMapping(""/questionnaires"")","DiagnosticQuestionnaireController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\questionnaire\controller\DiagnosticQuestionnaireController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","23","    @PostMapping","DiagnosticQuestionnaireController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\questionnaire\controller\DiagnosticQuestionnaireController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","18","@RequestMapping(""/responses"")","DiagnosticResponseController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\response\controller\DiagnosticResponseController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
"True","27","    @PostMapping","DiagnosticResponseController.java","C:\TEAC2026\ilp_backend\educational-diagnosis-service\src\main\java\com\inclusive\diagnosis\response\controller\DiagnosticResponseController.java","@RequestMapping|@GetMapping|@PostMapping|@PutMapping|@DeleteMapping",,"System.Text.RegularExpressions.Match[]"
